post_id,text,disease,label
2687555,"Or face malaria or live with nepa failures, or put up with fuel scarcities, ASUU strikes, Riots, Police Egunje, Fake Beggars, Public Drug Abuse, Bad roads, Accidents, Poor Telecomms. . . ¬†The list is endless!",malaria,2
52094006,"Not causes stroke but stands the risk to, because of the vains position & excitement while ejaculating but as for cancer, hmmmm evrytin dey cause cancer, naso dem dey tel us",stroke,1
41387947,how would you the OP justify those quoted Bible verses after all you read them all ??I sense you just have myopic mind reading the Bible. you don't actually read to add to your spiritual growth but rather to counter and by this act you will be stroke hardly because you want to tempt God.,stroke,2
12973063,"donkollione, sutoboy, skales, olawalebabs, etcwhere are they? lol.. .by the way, which is better? AIDS, MADNESS or STROKE !! pick one. . .!",stroke,1
84401483,It was a MEDICINE SELLER that that advice us to do TUBERCULOSIS test on him after doctors were treating malaria.,malaria,0
102870251,"we are not resistant to mosquito bite but malaria (to a large extent before breaking us down), mind we have no resistant to viagra, sure you'll control the libido.",malaria,1
44767385,Or maybe the malaria has not finished I noticed I had to use about 2 different malaria tablets before I was relieved,malaria,0
35758814,I have seen people been cured of stroke using herbs when orthodox medicine failed.,stroke,0
44683481,Malaria a risky diseases. Felling tension for you mate.Please keep update. What is happening Praying for you.,malaria,1
98499065,Your assertion was very irritating. It's honestly disturbing to see the number of africans espically Nigerians that are ungrateful to what Bill Gates has done for us.He is currently one of the sponsors for malaria vaccine. Doing all this for free but people want to tarnish him because of conspiracy theories.,malaria,1
64506226,"Please don't get me started on Nigeria teaching hospitals...pls.I run a medical tourism agency and seriously, If I can afford it, I wont treat anything more than malaria in any of those so called teaching hospitals",malaria,1
3347574,Ok as long as he is not the likes of Pataki or Sauron because getting to work gives them heart attack. No be everything wey wear trouser na real man .,heart attack,2
52083043,Lol! I think SA don appoint an archeologist as a health minister DS dey cause cancer and stroke? Nah HIV e dey cause. Who thinks he needs manual default setting reset? They just don't want us to have joy,stroke,1
72332636,What you're experiencing is called hallucination and this is as a result of untreated malaria. My advice get your self treated in a good hospital.,malaria,0
4223557,I HAVE ACTUALLY TAKEN ALL THESE DRUGS YET I STILL HAVE MALARIA.I EVEN TOOK M & T CAPSULE BY YEMKEM STILL NO IMPROVEMENT.THE QUESTION IS WHICH DRUG IS THE MOST RELIABLE FOR RESISTANT STRAIN LIKE PLASMODIUM FALCIPARUM?,malaria,0
79393307,"Nice writeup.So pity it's we African that mostly suffers from mosquito bite or malaria,now that most developed countries have eradicated mosquito from their society. One day Africa will catch up with other developed countries",malaria,1
59819620,"Hi Mods, let's relate this to today's brands.What is the best OTC Malaria drug in Nigeria??Lalasticlala",malaria,1
38700306,Good evening fruitful mamas pls I need your advice on this. I am 21wks pregnant and I was prescribed fansidar by my Dr to prevent malaria. I want to know if its safe. Thank u. May we carry to full term and have safe delivery. #teamfebruary,malaria,0
1011529,"I think her alchohol problems has to do with depression not sure, but most likely Pray she comes out of her stroke. I feel sad about her,",stroke,0
104462142,"Can someone recommend a speech therapist in Kuje, Lugbe, Gwagwalada, airport axis of Abuja please? For a recovering stroke patient",stroke,1
162219,Mide2 i know what you are talking about.Everybody talks about love you don't know who is who.To me men seem to be the same.When entering into marriage just have shock absorber and make sure you have something doing to avoid heart attack.Believe in God and be hard working.Gone are the days when women were HOUSE WIVES,heart attack,2
104040468,Can mosquito have malaria?,malaria,1
94003851,"If not for anti malaria drug, people in my neighbourhood would have thought that covik1 -9 killed my uncle.Sanwo olu have started using covik 1-9 that never existed as his achievement.Something that never existed in Nigeria.",malaria,1
98237208,MALARIA RECORDED AS COVID.EVIL LDERS DECEIVIBG MASSES NOT TO TRADE TO EARN LIVING SO THEY CAN MSKE THEM SLAVES.,malaria,1
81219598,"Where u get dis level of hatred and dissatisfaction from. Abeg, no give urself heart attack o.",heart attack,1
3357989,"Bwahahahaha! The ego on some men, sha. . . So he is punishing her by eating Mickey Ds? How so??!Is the fat and high cholesterol transfering to the mama? Is she the one who is two bites away from a heart attack.Nonsense!!",heart attack,2
20187336,Phew..... Aren't you exhausted?? You keep posting same lines over and over. Calm down before you get a heart attack. The dude you're trying to get a rise out of isn't even moved. Just stop,heart attack,2
102252726,Your degree of daftness is causing me malaria and typhoid.Listen to this and grow a brain here BEHIND EVERY CALL FOR BIAFRA IS AN ECHO OF RESTRUCTURING,malaria,2
37680847,.ngene been giving wailers heart attack since 1800bc.,heart attack,1
104726347,I hope some people won't die of heart attack tonight But is the OP sure is the president that visited the BAT? or the BAT visited the president,heart attack,1
55510201,Cocumber and watermelone are good for the person They work very well for them Infact if you take these two wonder vegetable plus water always and treat malaria always you will not have crisis,malaria,1
42510510,"woman mind ur biz,when they were attacking starkids why didnt u report them,now the guy stroke back una dey shout. i guess u didnt act right",stroke,2
7780787,Ol'boy u wan kill me with laughter. I nearly get heart attack o!,heart attack,2
43040400,"the earlier you take your malaria medicine,the better for you and your baby. you don't have to be scared because your doctor knows best. yes, lumartem is very ok.",malaria,0
42619110,All she needs to do is sit there and watch me UnCloth her... She could stroke my schlong while I'm at it,stroke,2
14100484,"Tee which kain joke be that You want the likes of Jenny to get a heart attack, after all this strategizing. Abeg no take that kind thing joke Me I nominate Coogar as a debater.",heart attack,2
91711269,Things involved may 1-low immunity2- use of sub standard anti malaria drugs 3- exposure to mosquito bites 4- wrong diagnosis 5- incomplete dosage 6- drug -food interaction (some anti malaria are not taken together with a fruits/vitamin c),malaria,1
10446747,it means u will die soon of heart attack.Bloody bastard,heart attack,2
30949377,"Platinum physiotherapy and wellness services abuja,is there to help u with your health challenges,are you hypertensive,diabetic,do you have a stroke are u physically challenged or deformed,infertility,do you have any health challenge whatsoever, bbm 298687E7..physiotherapist...",stroke,1
62163353,Some Warri kids were asked to write down 3 diseases on the board.One boy wrote:1. AIDS2.Cancer3. /Teacher: What disease is this /?Student: stroke,stroke,2
68039732,"We still don't thombolyse until we are sure, a lot of private diagnostic centers offer CT scan services. If you thombolyse a hemorrhagic stroke, you only make things worse",stroke,1
98884160,"Lagos, despite the fact say you don win d league for naija, no be only you go dey always lead, Oyo don lead today. Now the number is reducing, second phase going gradually.A lot of people have contracted this covid nonsense and healed without knowing, thinking it was malaria.",malaria,1
81134712,Young boys always give heart attack,heart attack,1
79431240,"Thanks alot.We went to a hosptial today,but she doesnt have malaria. Malaria -ve Typhoid fever -ve.But she given paracetamol, multivte,priton,etcThe doctor filed a form for her to do Ultra sound",malaria,0
71045784,High blood and Stroke are not automatic death sentences. They can be treatedUse Greenlife Medical products To treat Them Today!,stroke,1
73802166,Crypto dat can give someone heart attack... Those who are into Crypto are praying to God currently,heart attack,2
101484380,"Use those edible nuts from rafia palm, dry and grind it, put it in warm water and drink with pure honey. Works well for tuberculosis, pneumonia, cough and catarh, no matter how serious it is it will cure it.",tuberculosis,1
5386669,Am I a semi-permeable membraneChill out before you get a heart attack.,heart attack,2
65323311,She's just showing off. Probably just a nurse in the US. I wouldn't trust her to recommend a malaria medicine.,malaria,1
84155084,"My partner dying of cancer, stroke, or some devastating disease. (Only healthy food and vibes in my house o. Repping Kourtney Kardashian)My partner losing his body parts or mobility due to an accidentMe losing some body partsGod forbid all of them!",stroke,1
82230397,The reason is actually the resolute ability of the malaria parasite to evolve while its human hosts insist on not evolving!Evolution of Malaria ParasitesEvolution of Drug Resistance in Malaria Parasite Evolutionary and Historical Aspects of the Burden of Malaria,malaria,1
35264045,"You're so right. Presently treating my child for malaria for the 2nd time within a month. I guess its the weather or something.We shall not bury our children o, Amen.",malaria,0
94815330,"So sorry broMe sef just dey recover. Na today I comot after some time. Malaria, it is too. Get well bro",malaria,0
94460764,It happened to me for like two weeks but I treated malaria and typhoid and it has picked up again,malaria,0
71648649,"Olodo guy, doesn't know the difference between malaria and stress",malaria,1
11623343,"you dey mad , am speaking for my area in enugu and other people are speaking for their areas, you can get heart attack thats your buisness, i dont need to be paid to notice an improvement in electricity in my area.",heart attack,2
6431297,lol - l love Kpof Kpof - Energy buns - more like heart attack inducing buns lol[b][/b],heart attack,2
107592904,"Malaria is 10x deadlier than covid-19, especially in this part of the world. If this country had true, patriotic leaders, malaria should have been the tackled with all the seriousness they gave the Ebola virus.",malaria,1
34608671,You need a malaria test ASAP.,malaria,1
85208335,"question 2: It's very necessary, it's to prevent your pregnant wife from malaria.",malaria,1
49525913,Twogreatnations the benefit outweighs any risk the drug may pose. There are other malaria medicine that are less complicated for a pregnant woman but I assume you doctor sees the coartem as the best treatment Course though a class C drug.You need to build your blood at least to 35% to be safer.,malaria,1
106282832,"You're missing the point. We're not arguing scales.The fact remains that what kills you in Nigeria can also kill you anywhere: bullets, accidents, knives, injuries, Illness. How many Americans officially died from COVID-19 and heart attack compared to Nigerians?",heart attack,1
24668510,"So sorry . There is a herbal formular that I've seen work. Though the patient is still recuperating. But the stories we heard and the recommendatiob says it wil work, though na partial stroke ooo. The herbalist id based in Enugu Ezike. If you care, I can help u get the number.",stroke,1
57211584,"assuming you are healthy because you dont feel any signs could be misleading, hypertension, diabetes and ""stroke"" usualy dont give signs till its ""late"", so freq check up, though not necessarily yearly is good",stroke,1
71698995,My mom too was down with stroke but she is now very OK.,stroke,0
63834364,Malaria kills more than aids: save the children,malaria,1
83166246,Hello mamas. Pls is Lonart Ds safe in first trimester? My Gynea recommended it for Malaria treatment.,malaria,1
38455973,"Off to the hospital oh. when it happened to my daughter, she tested positive to malaria.",malaria,0
69312599,"The female anopheles mosquito, which is the insect responsible for the transmission of malaria, is the most dangerous animal in the world. It causes the death of 3000 children every day.",malaria,1
71331917,"Thanks ma'am. Just came back from the hospital now, no malaria, just viral infection and he was given antibiotics and pain relief though the temperature is still doing on and off, sister is doing fine too.tatacheriesunbestieFloraEcThank you so much.",malaria,0
84402204,"I still have the thought I needed the surgery cos all I had was high fever, headache and zero pain in my stomach. But, I got operated on for appendicitis. The shots I got in the morning made me kicking by afternoon which I believe are for typhoid and malaria. Oh , well",malaria,0
45069603,"You're not overreacting, it's a justifiable reason.Although it's possible that these genetic abnormalities stay dormant in your genes, but you can never know the type of woman you end up marrying - she may just end up being the one to trigger your hypertension or stroke somewhere down the line.",stroke,1
11412091,"<user> pages? Mr. President says he does not ""give a damn"" and some of us are still shocked by this development? Some of you better get used to seeing don't-give-a-damn actions from team GEJ otherwise cases of heart attack and high blood pressure will increase greatly from now henceforth.",heart attack,1
68958531,All these for STROKE wey be say na just 6 letter words Ok. How about HEPATITIS,hepatitis,1
3822425,"<user> likely the effect of the malaria. Let's wait and see <user> far as I can make out (some of the spellings are off), it looks like a normal ultrasound",malaria,1
86598294,"I always feel feverish. Once I complain of fever, doctors usually gave me antibiotics and antimalarial. Once I finish taking the drugs, feverish feeling would return 2 days later. I have no HIV. So, doctors keep recommending tests upon tests. Latest ones are FBS - 77mg/100mlsCheck pic below for the rest",malaria,0
105847465,"They know nothing, yet they keep giving the gullible and badly educated Nigerians ; osteomyelitis, malunion, muscle wasting, and sometimes gangrene.Same as traditional stroke folks! Hospital is usually their last call after they are done destroying their body out of ignorance and amputation is what most of them end up getting.",stroke,1
34266091,Erectile dysfunction are majorly due to psychological problems though there are medical and drug causes.He can use sildenafil or tadanadil for the main time to boast his confidence. I hope you both know your HIV\hepatitis status..?I pretty sure you are mature to shoulder consequences of unprotected sexual intercourse..Good luck dear,hepatitis,1
101631810,Make e nor go get heart attack..,heart attack,1
68483969,"Pele..she will be fine.When did you start the malaria treatment? Some babies run temperature till last day of the treatment.Try not to overdose on pcm/ibuprofen. If her temp spikes in between the doses, use tepid water to mop her body.hope she's not vomiting again?",malaria,0
59448362,Chineke... Even my phone wants to leave Nigeria I am typing MALARIA it's typing MALAYSIA...,malaria,2
84074354,Take a day off.Go to the hospitalDo a comprehensive body check up.Hypertension/Hypotension/Heart Attack/Cardiac Catheterization/Cardiac Arrest no dey show for BP machine.May we not witness sudden death,heart attack,1
103936841,So house dey get central lock like car ? Nice one.Meanwhile hope say nor be you inflict am with stroke to teach am lesson o.. cos 40year old with stroke is not a very common occurrence,stroke,1
60841142,even typhoid and malaria kill this days as a result of fake drugs everywhere,malaria,1
68521677,"Mr man, only medical and physical therapy are needed to treat and manage a stroke patient. stop deceiving people with your wateva it is you are advertising",stroke,1
12075978,"I get malaria every 6 months or so. My younger brother has malaria almost every month. I don't know why and nobody seems to know either. Just wondering, how often do others have malaria.This question is only relevant to those living in Africa.",malaria,0
38946843,"Gen Danbazau nailed GEJ wit dat his 95% uncompleted project speech, master piece stroke I tell ya",stroke,2
2850123,"ha!ha! why now? why so many mosquito now? suffer 2 times of malaria in one month,",malaria,0
10846649,"Omg! I feel sick, treated malaria and typhoid last week. Went for a blood test yday, No malaria parasite was found. I have headaches and just feel generally unwell. Can the next 3 weeks come any faster please!!!",malaria,0
93949845,The US does not reason like zombies like your kind..Wike matter will soon give you heart attack..,heart attack,2
108936112,"OK, thanks. How can we get to purchase these ones you have approved on malaria?",malaria,1
42840208,See ke?me no de find am o. I wasn't even his original passenger. Up till today I still stroke my husband's niece about the incident.Say me well to your daughter.Na reverse psychology Oga take catch you o...,stroke,2
81771793,No.I only took malaria tablets.,malaria,1
90598040,A whole 90 malaria patients,malaria,1
15050199,that Carpal Tunnel Syndrome does it cause stroke too?,stroke,1
38948900,"See as your BP they rise..Child of Anger,your heart attack is nigh!!!",heart attack,2
105509189,Who still takes chloroquine for malaria?? When you have arthemeter lumenfantrine and the likes.Those effects will pass but if after 1 day u still can't feel yourself. Go hospital ASAP.,malaria,1
71457069,"Addition of SDP ,ADP and ADC votes shows our people no longer want APC in Osun, heart attack awaits APC supporters in the upcoming re'run",heart attack,2
36572923,"The big question u should answer is, 'did jonathan recommend any christian book to students??I dint quote u neither did I ask for ur help I asked someone a question and in ur usual busybody attitude, quoted me.Keep barking u will soon get a stroke.",stroke,1
86833045,"The way whites fear Malaria,their body is not use to it...I have a relative that had Malaria overseas and they took it as if he had one big illness...",malaria,0
7400181,cant our teaching hospitals manage stroke again? where are we heading to?,stroke,1
47524809,Cure for malaria?,malaria,1
70747320,"Blood could t was do e yesterday, and d Dr didn't say anything about it, she just prescribed amoxyclin oral suspension 7.5ml 3 times daily with d anti malaria drugs.",malaria,1
66338262,Cloned a termination of appointment letter for a colleague. He nearly died of heart attack.,heart attack,0
59585983,If you continue hating like this...u will soon die of heart attack.. Last Saturday alone 4 Afonja married your sisters ....I was at 2 of that wedding and couldn't attend d other in Lagos.In the next decade all of u will automatically turn to Afonja by birth ...lol ahhaaaaaa,heart attack,2
98977185,"Mama survived malaria, which covid 1-9",malaria,0
55897293,Millions of Nigerian Died of #severeMalaria Yearly because malaria is not viewed as the deadly disease it is!.Let's stop this killing disease called #Malaria,malaria,1
66534853,"You couldn't be on mah side for 5-minutes sef shey?Shey you go come clinic,I go give you malaria for your procold!",malaria,2
102416521,they should Pls help us with malaria vaccine,malaria,1
11309738,"wallahi, anybody that tries to ban me go get stroke!!",stroke,2
24722313,"Bitter taste in mouth is 99.9% malaria. Pkatapkata with typhoid as jara ontop.Go and be careful for your health. Stick to one partner, even condom can break. People sef wey no expose life ti sex dey catch am talkless of who dey bang woman without protection and change woman regualarly.",malaria,1
12770429,". . . . Oh oh oh! This should be true o. Cos d only illness i do av for like 2-3 days in a year some years back is always malaria & i av an AA genotype. Yea, i can now complete d puzzle. Abajor!! Addendum : MOSQUITOES KILL, KILL MOSQUITOES",malaria,0
87321295,"Errhm, sir, are you sure? I feel its not so. There are so many documented evidences of diseases respecting color/race...in fact all the diseases u mentioned - malaria, typhoid, cancer, HIV, all have racial disparity.",malaria,1
66509387,Malaria should be on that list And so should complications of Rubella since the MMR vaccination is not mandatory,malaria,1
6528661,What is with men and their ego problems anyway? And why must women stroke their silly egos for them to get along with them?,stroke,2
99400909,Covid-19 or Malaria,malaria,1
98377379,So these people literally inflate the discharge rate everyday after giving the supposed victims malaria drugs and they think they are fooling us,malaria,1
75355051,Naija self na heart Attack on its own,heart attack,2
52335254,Then get ready for a heart attack. Onye-akpala nwa'gu-aka na-odu.M'o di ndu ma-onwuru-anwu.,heart attack,2
44115848,"Good morning everyone, <user> I guess it's different stroke for diff folks though I hear reduction in libido and vag. dryness is common post delivery/nursing period.",stroke,2
36162109,Why are havin a heart attack over that?No be free Ride?,heart attack,1
90063312,"Same here too.-Sneezing -Malaria -Sore throats - catarrh - Loss of smell and Taste. Treatment:Inhaling steam from boiling water laced with robb. Anti malaria and antibiotics. And for the smell and teste, strepsils on intervals. Lime and lemon grass with honey tea, works like a charm.",malaria,0
60096887,I will show I that oil and gas quantity in Ondo state of u like. Don't have heart attack oh lol,heart attack,1
89754652,I just took that as prevention then but really work for Malaria.,malaria,1
105248868,"I haven't seen any covid-19 survivor or patient.....This people should change their strategy and use cholera, malaria, monkey pox, etc",malaria,1
33193236,I wonder who blames malaria on witches.,malaria,1
106963027,Bros please this is a clearance thread don't come here and give people heart attack please.,heart attack,2
55569251,"Teamie, try collect your drugs. Every month my Obs/Gyn gives me Fansidar malaria pills it's for prevention not necessarily because someone has malaria. As for the back aches, I usually have that too even waist pain sef. Sorry eh!",malaria,0
104769826,"Baba don get stroke, dem no wan make we know.......",stroke,1
95334352,"No wahala, notin do u, sha take an easy, no go give person heart attack",heart attack,0
26686718,"Hi Doctors in the house, please is it safe to treat malaria in the first trimester of pregnancy? If the answer is no, please what should be done to reduce the symptoms? Thanks.",malaria,1
7749336,"What if it was your brother that did it to his wife, would you advice the wife to ""Do him in a way that your brothers heart will remain devastated before leavin him to die of heart attack"" ?Think very well.",heart attack,1
71362759,NO BITE NO MALARIA,malaria,1
46351697,I know of a place in enugu where we carried my dad to and after giving him treatment the stroke disappeared,stroke,1
6182484,"Cheiiiiiii - TKB, how many times does an average Nigerian fight Malaria Fever in a year?",malaria,1
101170207,A repacked malaria drug. These people be cashing you with covid,malaria,1
67381615,i dey lift 50kg with 5 fingersif i vexmy punch fit break padlockbut baba forget o.wen malaria hold me downna thr i no say me body nor be iron.if u like gym for aousfor streetna just one bullet go end all,malaria,0
523771,"had malaria like 5million times, the drugs n those painful shots that kills ur ass n leg are basically the cure lol.",malaria,0
2181655,he get stroke?,stroke,1
94588225,"That's why I said ""probably"" cos I am not a doctor and it's only a speculation. Are you a doctor too, how did you diagnose that he has a stroke just from the symptoms he gave? Did you know there are different types of disease but they sometimes mimick each other symptoms?",stroke,1
42357314,"Possible signs of an imminent heart attack. Have you had an ECG done recently? If not, request one!!!",heart attack,1
84327040,you have malaria... for go check up....,malaria,0
11267739,"I am no doctor, but a carrier of SCD should as much as possible avoid malaria. Infact malaria is one the most fatal sicknesses to a sickler. the SCD patient should endeavour to take malaria preventive drugs at least once a month.",malaria,1
79739709,Say bye to Mosquito and malaria oo,malaria,1
15406098,"what a foolish boy. I was actually scared for the man the whole time. He looked like he was going to fall down and die from heart attack or HBP. the boy would regret killing his father over a childish prank.But seriously though, that reaction was massive. Jesus",heart attack,1
34292629,Go see a doctor to run a test. It might not even be malaria. You could take pain relieve for the main time u see your doc,malaria,1
67890472,"The missionaries of years back contacted malaria and co. The missionaries of today contacted private jets and big houses , may God heal you Father.",malaria,2
5647080,"pls I need d cause , symptoms and control of Stroke.",stroke,1
89195568,"Don't ever go for covid-19 test!!! You just have malaria, that their test kit will always make you positive even if you're not.",malaria,1
40136582,Any day I hear you are dead I won't be surprise because the way you screw up with a heart attack on hearing or sensing anything Jonathan is alarming..Biafra/Igbo wannabe !,heart attack,2
18370004,<user> the old wives tale happened to be true in my case. <user> I don't have malaria yet but the doctor said I should use it since I've not been in naija for a while that my immunity against malaria could have been weakened.,malaria,0
34297484,He has malaria and he still dey have s*x and you're complaining about him not having an erection? Lobatan!,malaria,0
14571495,"The content of the above quote is very true. Sometime last december, I worked for 5 day round-the-clock with not up to 2hrs rest per day. I was seriously stressed out, so I decided to take antimalarial prophylaxis cos malaria is the what I usually develop when I have a weakened immunity.",malaria,0
97469189,She catch malaria or convid These people wan lock us up again,malaria,1
85021380,Also please can Malaria test result of + make one sick,malaria,1
16012492,"Lols abi o . Who do they think they're fooling? Can you imagine, one child dies of malaria every minute. And children never finish for world . They can shove their silly stats where the sun don't shine AFIC.",malaria,1
84343847,Which Adeleke ?Thesame Adeleke you guys campaigned massively for ? And almost developed heart attack because of him,heart attack,2
42205482,"Thanks ma'am.two more questions, is it advisable for me to be drinking cold water? I prefer it to normal water.secondly, I normally feel weak recently don't know whether it's malaria or is it normal. sometimes I feel restless and uncomfortable even back ache. What might be the cause?Thanks in advance",malaria,1
29796637,oga abeg no give people heart attack abeg o,heart attack,1
10860488,na malaria fever?,malaria,1
79457433,"CappoI'm just there.Numerous complaint, from malaria to cough n catarrh, the heaviness nko. bearble ooo. your bump is so cute.",malaria,1
12836696,What can really cause a light pain in the lower left hand side of the stomach. I hv gone to see a Dr. He said acute malaria is the cause,malaria,0
45604992,yes sir. last malaria treatment was in February.,malaria,0
104042907,This statistics doesn't work for Nigerian women. Naija women can't have heart attack because they are heartless.,heart attack,2
12909393,Lip sealed. Crushing Response. This Osuji na real man. See Demolition? Walahi Achebe no go feel eat tonight. It was a master stroke. Ha ha ha ha,stroke,2
87772460,"Una never cure malaria for Nigeria, Na Covid una wan cure.",malaria,1
83511092,"No but it confers resistance to malaria which is why the gene is so popular around this areaWhen malaria goes, sickle cell will go",malaria,1
29315465,"government should do the work of God, according to you, name one perfect government in the world and I will show u a government powerful enough to enslave you, you are pointless , stop duelling on too much negatives , you might die of heart attack,",heart attack,1
13909842,some of them need to be hung upside down and shot . My first son was nearly killed by them cos of mere malaria.,malaria,1
51286647,"this is our product dat keep u fit malaria,staphylococci,fever,body pain,jst mention dey will jst be staring at ur body bt dey can not enter if they av enter they dnt av option rather than to run out of ur body.well been will be for us all",malaria,1
89277692,"kano, jegawa, now yobe an you think it's Lassa fever. an malaria.good luck",malaria,1
93317423,Protect your family and sleep in comfortRemember NO BITE NO MALARIA,malaria,1
25982804,"Assuming this is no joke, congratulations on your escape from infection, IF Ebola is the illness at work there.On the positive side, your woman may simply have contracted typhoid fever or even just severe malaria, either of which is easily treatable.",malaria,0
83686813,For few weeks now my body is always hot.. I did a widal test which the result showed that I have typhoid and Malaria which I have treated.I'm about going to the hospital again but I want to know some other possible reasons why my whole body is always hot sometimes including my feet.,malaria,0
86061672,You want Osus to have heart attack,heart attack,2
47034204,"Next time you have malaria or typhoid, try God instead of taking medicine or going to the hospital. Even the Bible says ""Heaven helps those who help themselves""",malaria,1
80445499,a friend told.me she used it for her mum when she had stroke.. but I need medical opinions.,stroke,0
75635653,I'm laughing way too hard at this You want to give the poor man a heart attack,heart attack,2
6909692,Shes not dying shes faking some heart sickness. The amount she stole is enough to give anyone a heart attack and I am 100% ceratin there is plenty money more stored away somewhere.,heart attack,2
41615874,"The only option you have now is to divorce her. Once you become infected with high BP, HIV, HEPATITIS and other STDs that's end. So many plenty good women out there.God be with you.",hepatitis,1
102212885,You seem like a joker how will keeping quiet cure malaria....oga normal mosquito never bite it might interest you to pass some night at Ajegunle and let keeping mum cure you and did you say you exercise while being down with sickness I think I've heard it all tonight I don't want to hear again,malaria,1
35848217,"Very informative thread I must say......There is just a thin line BTW headache, high blood pressure which can lead to stroke...Let take care of our body system",stroke,1
96695436,How you can treat malaria.,malaria,1
10132092,"Nokia fall for ground, ground shake, samsung fall for ground screen brake, black berry fall for ground owner get stroke. Pls leave me with my Nokia 3310 since 2004 I still dey take am do business. I never buy land finish na to dey ping pin. Mtsheeoowwwwwwwwww!",stroke,2
87951787,"You all taking this virus like one big deal. If you are infected simply take chloroquine like you treat malaria that is more deadly than corona. Illiteracy in Nigeria is what is making the government ride on you all. Corona does not kill as bad as malaria, Nigeria just like taking everything for granted.",malaria,1
14854798,Lolzzzzz....you can't just apportion nation state with a stroke of the pen like that my guy! BTW...it's eastern Nigeria...any suggestion that removes the Ibos from the treasure under the ground would be fully resisted by them...that is the primary incentive.,stroke,2
51501552,"My junior brother had malaria last week and he was treated with a malaria drug. After that he began noticing sore pores in his lower lip. Pls doctors,what can this be called and how can can we go about the treatment. Please we are scared that this might be diabolical.Pls help",malaria,0
37466968,"Pls doctors in the house and fellow nairalanders, i am currently down with malaria and i have this feeling in my chest like pressure or tightness, the chest tightness comes and goes through out the day, could this be due to the malaria? I'm just worried. I tested positive to malaria 3+",malaria,0
37459009,trust me if u have malaria u better treat it.... Mayb u shld read up malaria in pregnancy and the problems associated with it,malaria,1
53785976,The same people that can't manage /treat PA bubu ear/Malaria.Even bubu don't trust them with his health. Miserable people,malaria,1
61668557,You have cerebral malaria. I recommend Coartem,malaria,0
25229750,"You are a paramount dullard Can you please tell me WHY malaria that has easily accessible over the counter drugs, has killed millions more people than Ebola which has NO CURE within the same time frame?In 2012 alone, there were over 600000 deaths attributed to Malaria alone....Ebola has killed less than 5000 since 1976",malaria,1
8829250,"PURE WATER = TYPHOID/MALARIAMajority are not well treated.I think NAFDAC is not doing a good job, this pure water companies needs to be duly checked and scrutinized.This is just another means of spreading malaria/typhoid to her citizens! f***k I'm also victim!",malaria,1
97332565,Malaria seems way more dreadful. Nothing dey happen.,malaria,1
101205894,"Test for other diseases like hepatitis hsv, etc. HIV is not the only std",hepatitis,1
14989138,Nice one.. This may come handy one day.. Who knows.. The way things are going in this country one could have heart attack.....,heart attack,2
80350249,"I have bought an anti-malaria written not for sale before,i think donated by same USAID. Its well with Nigeria",malaria,1
89893125,"We have to learn to live with this virus, approach it like other viruses like imfluenza, hiv, hepatitis by adopting preventive measures including social distancing. This virus will never be completely eradicated.",hepatitis,1
104013480,"I go through something very similar, infact almost alike as mine started as malaria too. Its been 6 months of pain and struggles. We've spent alot of money yet no help. If not for my mother I would have comitted suicide 'cos I've been having alot of those thoughts lately.",malaria,0
45122002,Have u done malaria test? Please get tested n see docky. We are almost there.,malaria,1
28192459,Hunger+Malaria+Stress = Seeing Things,malaria,2
73579206,Have you been tested for tuberculosis? What about fungal lung infections?,tuberculosis,1
27114685,"My dear, if u've not experienced irregular period b4 then dis could be bfp. because absece of AF, spotting & malaria feelings are sure signs of preggy. Pls try preggy blood test & avoid medications 4 now. It is well",malaria,1
90455645,"Funny as it sounds covid19 appears to be milder in places where malaria is rampant, there may be other factors as well though...37000 people dead...Baba God na your hand we de",malaria,1
6368104,Malaria is a killer disease but many (especially Africans) aren't aware of the risk associated with the parasite.,malaria,1
89344621,"Those running away, I thought they are suppose to die within two weeks or so or fall critically ill. so what happen. My guess is that their sickness is not Corona virus but malaria",malaria,1
68641478,"From merely looking at his pictures, Its possible that he had a heart attack or heart failure because he looks overweight.meanwhile who authorizes journalists to prescribe or determine cause of someones death?? Dem be doctors?",heart attack,0
9375713,Was AGBO not Malaria local vaccine?,malaria,1
12046461,Bitter truth! soon dem go go beg tuberculosis joshua to help them find remedy for thier ailment.,tuberculosis,1
92985073,"Broh I'm in your shoes I always have this symptoms after treating typhoid and malaria, its unbearable",malaria,0
59212444,I dont think I can go back to picking levels on lower TF. I find looking higher and the chart seemed clear from there. watching chart on 5min can be very demanding to me. scalping is not easy bro. I dont want heart attack yet kikakikakia,heart attack,2
62459690,"The fansidar was given to prevent malaria. It's safe now. The only time it's unsafe is in the first trimester and the month before delivery. You're already in your second trimester.As for the TAB VIT BIO, that sounds like vitamins but i'm not certain which one. Google it.",malaria,1
100992229,Keep fooling yourself. We know you are not a Christian but one aboki licking cow urine somewhere in Northern Kaduna stroke Kastina State,stroke,2
48848357,"Jonathan cleared malaria, or are you talking of polio? The economic hardship in Nigeria must be interfering with you guys memory.",malaria,1
94597502,"Comparing your guess of flu and my guess of stroke:Flu doesn't affect one side of the body, stroke does. And that was why I advised him to visit his doctors so that they can help him",stroke,1
68494924,"I have two questions,1. Can a woman ovulate twice in a month. 2, while ttc can one take malaria treatments.",malaria,1
